DATA;ANO;MÊS;LOCAL;STATUS FABRICAÇÃO;CATEGORIA;MARCA;EMBALAGEM;TAMANHO;CÓDIGO;CONCAT;PRODUTO;NÚMERO DE CAMPANHA/MÊS;LEAD DE FABRICAÇÃO;CURVA ABC;COTA PR;CONSUMO/DIA;ESTOQUE SEGURANÇA (2 dias);PONTO DE REPOSIÇÃO;ESTOQUE MÁXIMO;LOTE DE PRODUÇÃO;ESTOQUE ATUAL;SUGESTÃO DE PRODUÇÃO;PRODUÇÃO DIA;PLANO PRODUÇÃO;KAMBAN ATUAL;COBERTURA ATUAL;COBERTURA PLANEJADA;KAMBAN FUTURO
08/09/26;2026;SET;RK01;REVENDE;AGUA;HIDRATAR;PET;330 ML;2300050011;RK012300050011;Hidratar S/G 330ML     ;1;30;;654;30;59;952;1.338;1.027;311;1.027;0;;AMARELO;10;10;VERMELHO
08/09/26;2026;SET;RK01;REVENDE;AGUA;HIDRATAR;PET;330 ML;2300050010;RK012300050010;Hidratar C/G  330ML     ;1;30;;3.520;160;320;5.120;7.200;5.734;1.466;5.734;0;;AMARELO;9;9;VERDE
08/09/26;2026;SET;CB01;FABRICA;ENERGETICO;FURIOSO;PET;2LT;2600020017;CB012600020017;Furioso 2L;2;15;A;21.207;964;1.928;16.387;28.919;22.610;6.309;22.610;0;;VERMELHO;7;7;VERDE
08/09/26;2026;SET;CB01;FABRICA;ENERGETICO;FURIOSO;PET;2LT;2600020013;CB012600020013;Furioso Melão 2L;2;15;;2.326;106;211;1.798;3.172;2.065;1.107;2.065;0;;VERMELHO;10;10;AMARELO
08/09/26;2026;SET;CB01;FABRICA;ENERGETICO;FURIOSO;PET;2LT;2600020020;CB012600020020;Furioso Tropical 2L;2;15;;1.861;85;169;1.438;2.538;1.763;775;1.763;0;;VERMELHO;9;9;VERMELHO
08/09/26;2026;SET;CB01;FABRICA;ENERGETICO;FURIOSO;PET;2LT;2600020011;CB012600020011;Furioso Melancia 2L;2;15;A;4.267;194;388;3.297;5.818;4.549;1.269;4.549;0;;VERDE;7;7;VERMELHO
08/09/26;2026;SET;CB01;FABRICA;ENERGETICO;FURIOSO;PET;2LT;2600020069;CB012600020069;Furioso Uva Verde e Pessego 2L;2;15;;2.302;105;209;1.779;3.139;2.043;1.096;2.043;0;;AMARELO;10;10;VERMELHO
08/09/26;2026;SET;CB01;NÃO FABRICA;ENERGETICO;BOMBADÃO;PET;2LT;2600020023;CB012600020023;Bombadão 2L;1;30;;0;0;0;0;0;0;0;0;0;;AMARELO;;;VERDE
08/09/26;2026;SET;CB01;FABRICA;REFRIGERNTE;REFRIKO;PET;2LT;2000010021;CB012000010021;Limão 2L;2;15;;1.902;86;173;1.470;2.593;2.028;566;2.028;0;;VERDE;7;7;AMARELO
08/09/26;2026;SET;CB01;FABRICA;REFRIGERNTE;REFRIKO;PET;2LT;2000010012;CB012000010012;Guaraná 2L;2;15;A;6.742;306;613;5.210;9.193;5.984;3.209;5.984;0;;VERMELHO;10;10;AMARELO
08/09/26;2026;SET;CB01;FABRICA;REFRIGERNTE;REFRIKO;PET;2LT;2000010080;CB012000010080;Guaraná Zero 2L;1;30;;1.103;50;100;1.605;2.257;1.797;460;1.797;0;;AMARELO;9;9;AMARELO
08/09/26;2026;SET;CB01;FABRICA;REFRIGERNTE;REFRIKO;PET;2LT;2000010096;CB012000010096;Tubaína Zero 2L;1;30;;740;34;67;1.077;1.514;1.294;220;1.294;0;;VERDE;7;7;VERMELHO
08/09/26;2026;SET;CB01;FABRICA;REFRIGERNTE;REFRIKO;PET;2LT;2000010029;CB012000010029;Tubaina 2L;2;15;A;4.260;194;387;3.292;5.810;3.782;2.028;3.782;0;;VERMELHO;10;10;VERDE
08/09/26;2026;SET;CB01;NÃO FABRICA;REFRIGERNTE;REFRIKO;PET;2LT;2000010007;CB012000010007;Framboesa 2L;1;30;;0;0;0;0;0;0;0;0;0;;VERDE;;;VERMELHO
08/09/26;2026;SET;CB01;FABRICA;REFRIGERNTE;REFRIKO;PET;2LT;2000010032;CB012000010032;Uva 2L;2;15;;3.974;181;361;3.071;5.419;4.237;1.182;4.237;0;;VERMELHO;7;7;VERDE
08/09/26;2026;SET;CB01;FABRICA;REFRIGERNTE;REFRIKO;PET;2LT;2000010017;CB012000010017;Laranja 2L;2;15;;3.760;171;342;2.905;5.127;3.337;1.790;3.337;0;;AMARELO;10;10;AMARELO
08/09/26;2026;SET;CB01;FABRICA;REFRIGERNTE;REFRIKO;PET;2LT;2000010005;CB012000010005;Refriko Cola 2L;2;15;;2.062;94;187;1.593;2.812;1.953;859;1.953;0;;VERMELHO;9;9;AMARELO
08/09/26;2026;SET;CB01;FABRICA;REFRIGERNTE;JUJUBA;PET;2LT;2000010023;CB012000010023;Tuba jujuba Tubaína 2L;2;15;;21.662;985;1.969;16.739;29.539;23.095;6.444;23.095;0;;VERMELHO;7;7;VERDE
08/09/26;2026;SET;CB01;FABRICA;REFRIGERNTE;JUJUBA;PET;2LT;2000010074;CB012000010074;Tuba jujuba Laranja 2L;2;15;;3.379;154;307;2.611;4.607;2.999;1.608;2.999;0;;AMARELO;10;10;VERMELHO
08/09/26;2026;SET;CB01;SOB PEDIDO;REFRIGERNTE;TERNURA;PET;2LT;2000010035;CB012000010035;Ternura Tubaina 2L;1;30;;702;32;64;1.020;1.435;1.143;292;1.143;0;;VERMELHO;9;9;VERDE
08/09/26;2026;SET;CB01;SOB PEDIDO;REFRIGERNTE;TERNURA;PET;2LT;2000010034;CB012000010034;Ternura Laranja 2L;1;30;;1.079;49;98;1.569;2.207;1.886;321;1.886;0;;VERMELHO;7;7;AMARELO
08/09/26;2026;SET;CB01;NÃO FABRICA;REFRIGERNTE;REFRISHOW;PET;2LT;2000010033;CB012000010033;Refrishow Guaraná 2l;1;30;;0;0;0;0;0;0;0;0;0;;VERDE;;;VERMELHO
08/09/26;2026;SET;CB01;NÃO FABRICA;REFRIGERNTE;REFRISHOW;PET;2LT;2000010084;CB012000010084;Refrishow Laranja 2l;1;30;;0;0;0;0;0;0;0;0;0;;VERDE;;;VERDE
08/09/26;2026;SET;CB01;FABRICA;REFRIGERNTE;REFRIKO;PET;250 ML;2600010080;CB012600010080;Tubaina 250ml BOLINHA;1;30;;0;0;0;0;0;0;0;0;0;;AMARELO;;;VERMELHO
08/09/26;2026;SET;CB01;REVENDE;REFRIGERNTE;REFRIKO;PET;200 ML;2000010019;CB012000010019;Limão 200ml;2;15;;3.674;167;334;2.839;5.010;3.261;1.749;3.261;0;;AMARELO;10;10;AMARELO
08/09/26;2026;SET;CB01;REVENDE;REFRIGERNTE;REFRIKO;PET;200 ML;2000010008;CB012000010008;Guaraná 200ml;2;15;A;15.207;691;1.382;11.751;20.737;14.403;6.334;14.403;0;;VERMELHO;9;9;VERMELHO
08/09/26;2026;SET;CB01;REVENDE;REFRIGERNTE;REFRIKO;PET;200 ML;2000010081;CB012000010081;Guaraná Zero 200ml ;2;15;;1.835;83;167;1.418;2.503;1.957;546;1.957;0;;VERMELHO;7;7;AMARELO
08/09/26;2026;SET;CB01;REVENDE;REFRIGERNTE;REFRIKO;PET;200 ML;2000010024;CB012000010024;Tubaina 200ml;2;15;A;11.226;510;1.021;8.675;15.309;9.965;5.344;9.965;0;;VERDE;10;10;AMARELO
08/09/26;2026;SET;CB01;REVENDE;REFRIGERNTE;REFRIKO;PET;200 ML;2000010031;CB012000010031;Uva 200ml;2;15;;3.288;149;299;2.541;4.484;3.115;1.370;3.115;0;;VERDE;9;9;VERMELHO
08/09/26;2026;SET;CB01;REVENDE;REFRIGERNTE;REFRIKO;PET;200 ML;2000010014;CB012000010014;Laranja 200ml;2;15;;12.900;586;1.173;9.968;17.590;13.753;3.838;13.753;0;;VERDE;7;7;VERDE
08/09/26;2026;SET;CB01;REVENDE;REFRIGERNTE;REFRIKO;PET;200 ML;2000010002;CB012000010002;Refriko Cola 200ml;2;15;;3.551;161;323;2.744;4.842;3.152;1.690;3.152;0;;AMARELO;10;10;VERDE
08/09/26;2026;SET;CB01;REVENDE;REFRIGERNTE;MALDIVES;PET;250 ML;2600010003;CB012600010003;Água Tônica Maldives 250ml;1;30;;913;42;83;1.328;1.868;1.488;380;1.488;0;;VERDE;9;9;VERDE
08/09/26;2026;SET;CB01;REVENDE;ENERGETICO;FURIOSO;PET;250 ML;2600020015;CB012600020015;Furioso 250ml;2;15;;15.164;689;1.379;11.717;20.678;16.167;4.511;16.167;0;;VERDE;7;7;VERMELHO
08/09/26;2026;SET;CB01;REVENDE;ENERGETICO;FURIOSO;PET;250 ML;2600020009;CB012600020009;Furioso Melancia 250ml;2;15;;1.048;48;95;810;1.429;930;499;930;0;;AMARELO;10;10;VERDE
08/09/26;2026;SET;CB01;REVENDE;ENERGETICO;FURIOSO;PET;250 ML;2600020001;CB012600020001;Furioso Açaí 250ml;2;15;;827;38;75;639;1.128;783;344;783;0;;VERDE;9;9;VERMELHO
08/09/26;2026;SET;CB01;REVENDE;ENERGETICO;FURIOSO;PET;250 ML;2600020002;CB012600020002;Furioso Uva Verde e Pessego 250ml;2;15;;558;25;51;431;761;595;166;595;0;;VERMELHO;7;7;VERDE
08/09/26;2026;SET;CB01;REVENDE;ENERGETICO;FURIOSO;PET;250 ML;2600020005;CB012600020005;Furioso Melão 250ml;2;15;;1.011;46;92;782;1.379;898;481;898;0;;VERMELHO;10;10;VERDE
08/09/26;2026;SET;CB01;REVENDE;ENERGETICO;FURIOSO;PET;250 ML;2600020018;CB012600020018;Furioso Tropical 250ml;2;15;;456;21;41;352;622;432;190;432;0;;AMARELO;9;9;VERDE
08/09/26;2026;SET;CB01;REVENDE;ENERGETICO;FURIOSO;PET;250 ML;2600020047;CB012600020047;Furioso Citrus 250ml;2;15;;484;22;44;374;660;516;144;516;0;;AMARELO;7;7;VERMELHO
08/09/26;2026;SET;CB01;REVENDE;QUENTE;NOCH;PET;270 ML;2600030094;CB012600030094;Noch Ice Limão 270ml       ;1;30;;1.746;79;159;2.539;3.571;2.740;831;2.740;0;;VERMELHO;10;10;VERMELHO
08/09/26;2026;SET;CB01;REVENDE;QUENTE;NOCH;PET;270 ML;2600030095;CB012600030095;Noch Ice Maracujá 270ml    ;1;30;;1.212;55;110;1.762;2.478;1.974;505;1.974;0;;VERDE;9;9;AMARELO
08/09/26;2026;SET;CB01;REVENDE;QUENTE;NOCH;PET;270 ML;2600030096;CB012600030096;Noch Ice Melancia 270ml;1;30;;1.376;63;125;2.002;2.815;2.406;409;2.406;0;;VERMELHO;7;7;VERDE
08/09/26;2026;SET;CB01;FABRICA;REFRIGERNTE;REFRIKO;PET;2,5 LT;2600010091;CB012600010091;Guarana 2,5L;1;30;;3.714;169;338;5.402;7.597;5.829;1.768;5.829;0;;VERMELHO;10;10;VERDE
08/09/26;2026;SET;CB01;FABRICA;REFRIGERNTE;REFRIKO;PET;2,5 LT;2600010092;CB012600010092;Tubaina 2,5L;1;30;;4.005;182;364;5.826;8.192;6.524;1.668;6.524;0;;VERMELHO;9;9;VERMELHO
08/09/26;2026;SET;CB01;FABRICA;REFRIGERNTE;REFRIKO;PET;2,5 LT;2600010090;CB012600010090;Cola 2,5L;1;30;;2.310;105;210;3.360;4.725;4.038;687;4.038;0;;VERMELHO;7;7;AMARELO
08/09/26;2026;SET;CB01;FABRICA;REFRIGERNTE;REFRIKO;PET;3 LT;2600010013;CB012600010013;Guarana 3L;1;30;;1.058;48;96;1.539;2.164;1.661;504;1.661;0;;VERDE;10;10;VERDE
08/09/26;2026;SET;CB01;FABRICA;REFRIGERNTE;REFRIKO;PET;3 LT;2600010030;CB012600010030;Tubaina 3L;1;30;;750;34;68;1.090;1.533;1.221;312;1.221;0;;VERMELHO;9;9;VERDE
08/09/26;2026;SET;CB01;FABRICA;REFRIGERNTE;REFRIKO;PET;3 LT;2600010006;CB012600010006;Cola 3L;1;30;;833;38;76;1.211;1.703;1.456;248;1.456;0;;VERMELHO;7;7;VERMELHO
08/09/26;2026;SET;CB01;REVENDE;REFRIGERNTE;REFRIKO;PET;500 ML;2000010009;CB012000010009;Guaraná 500ml;1;30;;1.829;83;166;2.660;3.741;2.870;870;2.870;0;;VERDE;10;10;AMARELO
08/09/26;2026;SET;CB01;REVENDE;REFRIGERNTE;REFRIKO;PET;500 ML;2000010026;CB012000010026;Refriko Tubaína 500ml;1;30;;996;45;91;1.448;2.037;1.622;415;1.622;0;;VERDE;9;9;VERMELHO
08/09/26;2026;SET;CB01;REVENDE;REFRIGERNTE;REFRIKO;PET;500 ML;2000010003;CB012000010003;Refriko Cola 500ml;1;30;;815;37;74;1.185;1.666;1.424;242;1.424;0;;VERMELHO;7;7;VERMELHO
08/09/26;2026;SET;CB01;REVENDE;REFRIGERNTE;REFRIKO;PET;500 ML;2000010015;CB012000010015;Laranja 500ml;1;30;;848;39;77;1.233;1.734;1.331;404;1.331;0;;VERDE;10;10;VERMELHO
08/09/26;2026;SET;CB01;FABRICA;ENERGETICO;FURIOSO;PET;1 LT;2600020063;CB012600020063;Furioso 1L;1;30;;79;4;7;114;161;128;33;128;0;;AMARELO;9;9;AMARELO
08/09/26;2026;SET;CB01;FABRICA;ENERGETICO;FURIOSO;LATA;473 ML;2600020016;CB012600020016;Furioso 473ml;1;30;A;6.387;290;581;9.291;13.065;11.165;1.900;11.165;0;;AMARELO;7;7;AMARELO
08/09/26;2026;SET;CB01;FABRICA;ENERGETICO;FURIOSO;LATA;473 ML;2600020019;CB012600020019;Furioso Tropical 473ml;1;30;;957;43;87;1.391;1.957;1.501;455;1.501;0;;AMARELO;10;10;VERMELHO
08/09/26;2026;SET;CB01;FABRICA;ENERGETICO;FURIOSO;LATA;473 ML;2600020012;CB012600020012;Furioso Melon 473ml;1;30;;1.619;74;147;2.354;3.311;2.636;674;2.636;0;;VERDE;9;9;VERDE
08/09/26;2026;SET;CB01;FABRICA;ENERGETICO;FURIOSO;LATA;473 ML;2600020010;CB012600020010;Furioso Melancia 473 ml;1;30;;1.170;53;106;1.702;2.393;2.045;348;2.045;0;;AMARELO;7;7;VERDE
08/09/26;2026;SET;CB01;FABRICA;ENERGETICO;FURIOSO;LATA;473 ML;2600020068;CB012600020068;Furioso Uva Verde e Pessego 473ml;1;30;A;2.182;99;198;3.174;4.464;3.425;1.039;3.425;0;;VERDE;10;10;VERDE
08/09/26;2026;SET;CB01;FABRICA;ENERGETICO;FURIOSO;LATA;473 ML;2600020004;CB012600020004;Furioso Tangerina Zero 473 ml;1;30;A;4.950;225;450;7.200;10.125;8.063;2.062;8.063;0;;VERDE;9;9;AMARELO
08/09/26;2026;SET;CB01;FABRICA;ENERGETICO;FURIOSO;LATA;473 ML;2600020051;CB012600020051;Furioso Melancia Zero 473 ml;1;30;;2.055;93;187;2.989;4.204;3.592;611;3.592;0;;AMARELO;7;7;AMARELO
08/09/26;2026;SET;CB01;FABRICA;ENERGETICO;FURIOSO;LATA;473 ML;2600020050;CB012600020050;Furioso Zero 473ml;1;30;;2.456;112;223;3.572;5.023;3.854;1.169;3.854;0;;AMARELO;10;10;VERMELHO
08/09/26;2026;SET;CB01;FABRICA;ENERGETICO;FURIOSO;LATA;473 ML;2600020094;CB012600020094;Furioso Ultra Zero 473 ml;1;30;;3.198;145;291;4.651;6.541;5.209;1.332;5.209;0;;VERDE;9;9;VERMELHO
08/09/26;2026;SET;CB01;FABRICA;ENERGETICO;FURIOSO;LATA;269 ML;2600020052;CB012600020052;Furioso Tradicional 269ml;1;30;;145;7;13;210;296;253;43;253;0;;VERDE;7;7;VERDE
08/09/26;2026;SET;CB01;FABRICA;ENERGETICO;FURIOSO;LATA;269 ML;2600020056;CB012600020056;Furioso Melon 269ml;1;30;;30;1;3;44;61;47;14;47;0;;VERDE;10;10;AMARELO
08/09/26;2026;SET;CB01;FABRICA;ENERGETICO;FURIOSO;LATA;269 ML;2600020054;CB012600020054;Furioso Melancia 269ml;1;30;;27;1;2;39;55;44;11;44;0;;VERMELHO;9;9;VERMELHO
08/09/26;2026;SET;CB01;FABRICA;ENERGETICO;FURIOSO;LATA;269 ML;2600020055;CB012600020055;Furioso Melancia Zero 269ml;1;30;;38;2;3;56;78;67;11;67;0;;VERMELHO;7;7;AMARELO
08/09/26;2026;SET;CB01;FABRICA;ENERGETICO;FURIOSO;LATA;269 ML;2600020057;CB012600020057;Furioso Tropical 269ml;1;30;;17;1;2;25;35;27;8;27;0;;AMARELO;10;10;VERDE
08/09/26;2026;SET;CB01;FABRICA;ENERGETICO;FURIOSO;LATA;269 ML;2600020065;CB012600020065;Furioso Uva Verde e Pessego 269ml;1;30;;108;5;10;157;221;176;45;176;0;;VERDE;9;9;VERDE
08/09/26;2026;SET;CB01;FABRICA;ENERGETICO;FURIOSO;LATA;269 ML;2600020053;CB012600020053;Furioso zero 269ml;1;30;;45;2;4;65;91;78;13;78;0;;VERDE;7;7;VERDE
08/09/26;2026;SET;CB01;FABRICA;REFRIGERNTE;REFRIKO;LATA;350 ML;2600010015;CB012600010015;Guarana 6x350ml;1;30;;841;38;76;1.223;1.720;1.320;400;1.320;0;;AMARELO;10;10;AMARELO
08/09/26;2026;SET;CB01;FABRICA;REFRIGERNTE;REFRIKO;LATA;350 ML;2600010032;CB012600010032;Tubaina 6x350ml;1;30;;477;22;43;694;976;777;199;777;0;;AMARELO;9;9;AMARELO
08/09/26;2026;SET;CB01;FABRICA;REFRIGERNTE;REFRIKO;LATA;350 ML;2600010020;CB012600010020;Laranja 6x350ml       ;1;30;;577;26;52;839;1.180;1.008;172;1.008;0;;VERDE;7;7;AMARELO
08/09/26;2026;SET;CB01;FABRICA;REFRIGERNTE;REFRIKO;LATA;350 ML;2600010008;CB012600010008;Cola 6x350ml          ;1;30;;584;27;53;849;1.194;916;278;916;0;;VERDE;10;10;VERDE
08/09/26;2026;SET;CB01;FABRICA;REFRIGERNTE;REFRIKO;LATA;350 ML;2600010079;CB012600010079;Uva 6x350ml          ;1;30;;208;9;19;303;425;339;87;339;0;;VERDE;9;9;VERMELHO
08/09/26;2026;SET;CB01;FABRICA;REFRIGERNTE;REFRIKO;VIDRO;300 ML;2600010027;CB012600010027;Tubaína 300 ml;2;15;A;2.052;93;187;1.586;2.798;2.188;610;2.188;0;;VERDE;7;7;VERMELHO
08/09/26;2026;SET;CB01;FABRICA;REFRIGERNTE;REFRIKO;VIDRO;300 ML;2600010002;CB012600010002;Tubaína Zero 300 ml  ;1;30;A;958;44;87;1.393;1.959;1.503;456;1.503;0;;VERDE;10;10;VERDE
08/09/26;2026;SET;CB01;FABRICA;REFRIGERNTE;REFRIKO;VIDRO;300 ML;2600010086;CB012600010086;Tubaína Retrô 355 ml;1;30;;840;38;76;1.222;1.718;1.368;350;1.368;0;;VERDE;9;9;VERMELHO
08/09/26;2026;SET;CB01;FABRICA;REFRIGERNTE;REFRIKO;VIDRO;300 ML;2600010012;CB012600010012;Guaraná 600ml;1;30;;0;0;0;0;0;0;0;0;0;;VERDE;;;VERMELHO
08/09/26;2026;SET;CB01;FABRICA;REFRIGERNTE;REFRIKO;VIDRO;300 ML;2600010029;CB012600010029;Refriko Tubaína 600ml;1;30;;0;0;0;0;0;0;0;0;0;;AMARELO;;;VERDE
08/09/26;2026;SET;CB01;FABRICA;REFRIGERNTE;REFRIKO;VIDRO;300 ML;2600010018;CB012600010018;Laranja 600ml;1;30;;0;0;0;0;0;0;0;0;0;;VERMELHO;;;AMARELO
08/09/26;2026;SET;CB01;FABRICA;REFRIGERNTE;REFRIKO;VIDRO;300 ML;2600010022;CB012600010022;Limão 600ml;1;30;;0;0;0;0;0;0;0;0;0;;VERMELHO;;;VERDE
08/09/26;2026;SET;CB01;FABRICA;REFRIGERNTE;REFRIKO;VIDRO;300 ML;;CB01;Tubaína Funada 605ml;4;7,5;;0;0;0;0;0;0;0;0;0;;AMARELO;;;AMARELO
08/09/26;2026;SET;CB01;REVENDE;QUENTE;CAIDEIRA;PET;450 ML;2600110048;CB012600110048;Caideira 450ml;1;30;;4.486;204;408;6.525;9.176;7.308;1.869;7.308;0;;VERDE;9;9;VERMELHO
08/09/26;2026;SET;CB01;REVENDE;QUENTE;CAWBOYS;LATA;350 ML;2600030150;CB012600030150;Coquetel Cowboys Pessego 350ml;1;30;;1.455;66;132;2.116;2.976;2.543;433;2.543;0;;VERMELHO;7;7;AMARELO
08/09/26;2026;SET;CB01;SOB PEDIDO;QUENTE;JAMES;VIDRO;900 ML;-;CB01-;James Cook Gin 900ml  - INTER;1;30;;840;38;76;1.222;1.718;1.318;400;1.318;0;;VERMELHO;10;10;VERMELHO
08/09/26;2026;SET;CB01;SOB PEDIDO;QUENTE;JAMES;VIDRO;900 ML;-;CB01-;James Cook Vodka 900ml  - INTER;1;30;;840;38;76;1.222;1.718;1.318;400;1.318;0;;AMARELO;10;10;AMARELO
08/09/26;2026;SET;CB01;FABRICA;QUENTE;JAMES;VIDRO;900 ML;2600130021;CB012600130021;James Cook Gin 900ml;1;30;;12;1;1;18;25;21;4;21;0;;VERDE;7;7;AMARELO
08/09/26;2026;SET;CB01;FABRICA;QUENTE;JAMES;VIDRO;900 ML;2600120034;CB012600120034;James Cook Vodka 900ml;1;30;;13;1;1;18;26;20;6;20;0;;VERDE;10;10;AMARELO
08/09/26;2026;SET;CB01;FABRICA;QUENTE;BAMBOA;VIDRO;970 ML;2600120035;CB012600120035;Vodka Trad. 970ml;2;15;;14.759;671;1.342;11.405;20.126;13.979;6.147;13.979;0;;VERDE;9;9;VERDE
08/09/26;2026;SET;CB01;FABRICA;CERVEJA;MOEMA;LATA;269 ML;2000040012;CB012000040012;Moema 269 ml;1;30;;21.058;957;1.914;30.630;43.074;36.809;6.265;36.809;0;;VERDE;7;7;AMARELO
08/09/26;2026;SET;CB01;FABRICA;CERVEJA;MOEMA;LATA;350 ML;2000040014;CB012000040014;Moema 350 ml;2;15;A;92.105;4.187;8.373;71.172;125.598;81.756;43.842;81.756;0;;AMARELO;10;10;VERDE
08/09/26;2026;SET;CB01;FABRICA;CERVEJA;MOEMA;LATA;473 ML;2000040015;CB012000040015;Moema 473 ml;1;30;;70.530;3.206;6.412;102.590;144.267;114.891;29.376;114.891;0;;VERDE;9;9;VERDE
08/09/26;2026;SET;CB01;FABRICA;CERVEJA;BAMBOA;LATA;269 ML;2000040001;CB012000040001;Bamboa 269 ml;1;30;;104;5;9;152;213;182;31;182;0;;VERDE;7;7;VERMELHO
08/09/26;2026;SET;CB01;FABRICA;CERVEJA;BAMBOA;LATA;350 ML;2000040004;CB012000040004;Bamboa  350 ml;1;30;A;213;10;19;310;436;334;101;334;0;;VERDE;10;10;VERMELHO
08/09/26;2026;SET;CB01;FABRICA;CERVEJA;BAMBOA;LATA;473 ML;2000040005;CB012000040005;Bamboa 473 ml;1;30;;198;9;18;288;405;322;82;322;0;;VERMELHO;9;9;AMARELO
08/09/26;2026;SET;CB01;SOB PEDIDO;QUENTE;B.ROMA;LATA;473 ML;2000030032;CB012000030032;Bella Roma 6X473 ml - INTER;1;30;;0;0;0;0;0;0;0;0;0;;AMARELO;;;VERDE
08/09/26;2026;SET;CB01;FABRICA;QUENTE;B.ROMA;LATA;473 ML;2000030002;CB012000030002;Bella Roma 6X473 ml;2;15;A;35.740;1.625;3.249;27.617;48.736;31.724;17.012;31.724;0;;AMARELO;10;10;VERDE
08/09/26;2026;SET;CB01;FABRICA;QUENTE;B.ROMA;LATA;269 ML;2000030001;CB012000030001;Bella Roma 6X265 ml;1;30;;1.062;48;97;1.545;2.173;1.731;442;1.731;0;;VERMELHO;9;9;VERMELHO
08/09/26;2026;SET;CB01;SOB PEDIDO;QUENTE;B.ROMA;LATA;269 ML;2000030027;CB012000030027;Bella Roma 6X265 ml - INTER;1;30;;0;0;0;0;0;0;0;0;0;;VERMELHO;;;AMARELO
08/09/26;2026;SET;CB01;FABRICA;QUENTE;B.ROMA;VIDRO;600 ML;2000030003;CB012000030003;Bella Roma 6X600 ml;1;30;A;1.200;55;109;1.745;2.454;1.883;571;1.883;0;;VERDE;10;10;VERMELHO
08/09/26;2026;SET;CB01;SOB PEDIDO;QUENTE;B.ROMA;VIDRO;600 ML;2000030025;CB012000030025;Bella Roma 6X600 ml - INTER;1;30;;7.552;343;687;10.985;15.447;12.302;3.145;12.302;0;;AMARELO;9;9;VERDE
08/09/26;2026;SET;CB01;DESCONTINUADA;CERVEJA;MOEMA;VIDRO;300 ML;2000040016;CB012000040016;Moema 300ml - RET;1;30;A;0;0;0;0;0;0;0;0;0;;VERMELHO;;;AMARELO
08/09/26;2026;SET;CB01;DESCONTINUADA;CERVEJA;MOEMA;VIDRO;300 ML;2100040015;CB012100040015;Moema 300ml  RET - IND;1;30;;0;0;0;0;0;0;0;0;0;;VERMELHO;;;VERDE
08/09/26;2026;SET;CB01;FABRICA;CERVEJA;MOEMA;VIDRO;355 ML;2000040035;CB012000040035;Moema 355 ml;1;30;;0;0;0;0;0;0;0;0;0;;VERMELHO;;;VERDE
08/09/26;2026;SET;CB01;FABRICA;CERVEJA;MOEMA;VIDRO;355 ML;2100040018;CB012100040018;Moema 355 ml - IND;1;30;;0;0;0;0;0;0;0;0;0;;AMARELO;;;VERMELHO
08/09/26;2026;SET;CB01;FABRICA;CERVEJA;BAMBOA;VIDRO;330 ML;2000040003;CB012000040003;Bamboa 330ml;1;30;;94;4;9;136;191;147;45;147;0;;VERDE;10;10;AMARELO
08/09/26;2026;SET;CB01;SOB PEDIDO;CERVEJA;BAMBOA;VIDRO;330 ML;2000040039;CB012000040039;Bamboa 330ml - INTER;1;30;;0;0;0;0;0;0;0;0;0;;AMARELO;;;VERMELHO
08/09/26;2026;SET;CB01;FABRICA;CERVEJA;MOEMA;VIDRO;600 ML;2000040017;CB012000040017;Moema 600ml - RET;1;30;;579;26;53;842;1.184;1.012;172;1.012;0;;AMARELO;7;7;VERDE
08/09/26;2026;SET;CB01;FABRICA;CERVEJA;MOEMA;VIDRO;600 ML;2000040018;CB012000040018;Moema 600ml - One Way;1;30;;402;18;37;584;821;630;191;630;0;;VERMELHO;10;10;AMARELO
08/09/26;2026;SET;CB01;REVENDE;AGUA;HIDRATAR;PET;500 ML;2300050002;CB012300050002;Hidratar S/G 500ML    ;2;15;A;39.326;1.788;3.575;30.388;53.626;37.247;16.379;37.247;0;;AMARELO;9;9;VERDE
08/09/26;2026;SET;CB01;REVENDE;AGUA;HIDRATAR;PET;500 ML;2300050001;CB012300050001;Hidratar C/G 500ML    ;2;15;A;61.605;2.800;5.600;47.604;84.007;65.680;18.328;65.680;0;;AMARELO;7;7;VERMELHO
08/09/26;2026;SET;CB01;REVENDE;AGUA;HIDRATAR;PET;1,5 LT;2300050004;CB012300050004;Hidratar S/G 1,5ML     ;1;30;;4.110;187;374;5.978;8.407;6.451;1.956;6.451;0;;VERDE;10;10;VERDE
08/09/26;2026;SET;CB01;REVENDE;AGUA;HIDRATAR;PET;1,5 LT;2300050007;CB012300050007;Hidratar C/G 1,5ML     ;1;30;;2.151;98;196;3.128;4.399;3.503;896;3.503;0;;AMARELO;9;9;VERDE
08/09/26;2026;SET;CB01;REVENDE;AGUA;HIDRATAR;COPO;200 ML;2300050012;CB012300050012;Hidratar S/G 200ML     ;1;30;;66;3;6;96;135;116;20;116;0;;VERMELHO;7;7;VERDE
08/09/26;2026;SET;CB01;REVENDE;AGUA;HIDRATAR;PET;330 ML;2300050011;CB012300050011;Hidratar S/G 330ML     ;1;30;;61;3;6;89;126;97;29;97;0;;VERDE;10;10;AMARELO
08/09/26;2026;SET;CB01;REVENDE;AGUA;HIDRATAR;PET;330 ML;2300050010;CB012300050010;Hidratar C/G  330ML     ;1;30;;28;1;3;40;57;45;12;45;0;;VERDE;9;9;VERDE
