ESTADO;CÓDIGO;CONCATENADO2;DESC. COMPONENTE;CLASSE;GRUPO;QUANTIDADE;FORNECEDOR;CUSTO TOTAL (ATUAL);MÊS;ANO;MÊS/ANO;Unnamed: 12;Unnamed: 13
TO;7180;TO7180;NÃO PRODUTIVO - ITEM 003;NÃO PRODUTIVO;DATADORA;1;RotaVita Materiais;0;FEV;2023;02/2023;;
CE;65565174;CE65565174;NÃO PRODUTIVO - ITEM 006;NÃO PRODUTIVO;CIP;114;RotaVita Materiais;0;MAR;2023;03/2023;;
TO;9044186134;TO9044186134;AÇUCAR - ITEM 001;AÇUCAR;XAROPARIA;219743;RotaVita Materiais;404326;FEV;2023;02/2023;;
TO;9044186134;TO9044186134;AÇUCAR - ITEM 001;AÇUCAR;XAROPARIA;185511;RotaVita Materiais;341340;FEV;2023;02/2023;;
TO;9044186134;TO9044186134;AÇUCAR - ITEM 001;AÇUCAR;XAROPARIA;198982;RotaVita Materiais;366127;FEV;2023;02/2023;;
TO;9044186134;TO9044186134;AÇUCAR - ITEM 001;AÇUCAR;XAROPARIA;234726;RotaVita Materiais;431896;FEV;2023;02/2023;;
BA;9044186134;BA9044186134;AÇUCAR - ITEM 001;AÇUCAR;XAROPARIA;231055;RotaVita Materiais;425141;FEV;2023;02/2023;;
BA;9044186134;BA9044186134;AÇUCAR - ITEM 001;AÇUCAR;XAROPARIA;209460;RotaVita Materiais;385407;FEV;2023;02/2023;;
BA;9044186134;BA9044186134;AÇUCAR - ITEM 001;AÇUCAR;XAROPARIA;234137;RotaVita Materiais;430812;FEV;2023;02/2023;;
BA;9044186134;BA9044186134;AÇUCAR - ITEM 001;AÇUCAR;XAROPARIA;262106;RotaVita Materiais;482274;FEV;2023;02/2023;;
TO;8260012026;TO8260012026;EMULSAO - ITEM 001;EMULSAO;XAROPARIA;80;VitaCoper Distribuidora;30.626,11;MAR;2023;03/2023;;
BA;8260012026;BA8260012026;EMULSAO - ITEM 004;EMULSAO;XAROPARIA;108;VitaCoper Distribuidora;41.602,53;MAR;2023;03/2023;;
BA;9589383299;BA9589383299;AROMA - ITEM 022;AROMA;BRUSK LEMON;218;SulVega Embalagens;22.486,43;JUL;2023;07/2023;;
TO;4271745143;TO4271745143;AROMA - ITEM 002;AROMA;ENERGÉTICO;813;InsuTera Materiais;30215;MAR;2023;03/2023;;
BA;7179785575;BA7179785575;AROMA - ITEM 002;AROMA;ENERGÉTICO;77;InsuTera Materiais;2.879,19;MAR;2023;03/2023;;
BA;7179785575;BA7179785575;AROMA - ITEM 002;AROMA;ENERGÉTICO;331;InsuTera Materiais;12317;MAR;2023;03/2023;;
BA;6900471848;BA6900471848;AROMA - ITEM 024;AROMA;ENERG./DELÍR.;102;InsuTera Materiais;5112;MAR;2023;03/2023;;
TO;7418003499;TO7418003499;CERVEJARIA - ITEM 012;CERVEJARIA;OUTROS;248;GlobalTera Embalagens;7496;MAR;2023;03/2023;;
TO;5150501714;TO5150501714;CERVEJARIA - ITEM 008;CERVEJARIA;OUTROS;710;RotaVita Materiais;4290;MAR;2023;03/2023;;
TO;4121960134;TO4121960134;CERVEJARIA - ITEM 010;CERVEJARIA;OUTROS;225;RotaVita Materiais;17154;MAR;2023;03/2023;;
TO;1457656885;TO1457656885;CERVEJARIA - ITEM 011;CERVEJARIA;OUTROS;774;TeraCorp Química;27857;MAR;2023;03/2023;;
TO;1083034549;TO1083034549;CONCENT./KITs - ITEM 003;CONCENT./KITs;C.ENERGETICO;3884;NorInsu S.A.;70101;MAR;2023;03/2023;;
BA;9572130516;BA9572130516;CONCENT./KITs - ITEM 003;CONCENT./KITs;C.ENERGETICO;1800;NorInsu S.A.;32494;MAR;2023;03/2023;;
TO;8644797837;TO8644797837;CORANTE - ITEM 001;CORANTE;REFRIGERANTE;563;PraBeta Ltda;4220;MAR;2023;03/2023;;
BA;8644797837;BA8644797837;CORANTE - ITEM 001;CORANTE;REFRIGERANTE;710;AgroUni Distribuidora;5326;MAR;2023;03/2023;;
TO;5025219607;TO5025219607;FILME - ITEM 002;FILME;STRETCH;10403;TeraAgro Suprimentos;237704;MAR;2023;03/2023;;
TO;8684249158;TO8684249158;FILME - ITEM 014;FILME;JUJ/TERN;4219;TeraAgro Suprimentos;88604;MAR;2023;03/2023;;
BA;1499791622;BA1499791622;FILME - ITEM 003;FILME;REFRI;2348;QuimBra Suprimentos;33109;MAR;2023;03/2023;;
BA;5918053501;BA5918053501;FILME - ITEM 009;FILME;REFR/ENERG.;8220;QuimBra Suprimentos;193791;MAR;2023;03/2023;;
TO;4351776874;TO4351776874;FILME - ITEM 019;FILME;PET 500;1109;TeraAgro Suprimentos;23281;MAR;2023;03/2023;;
TO;9181906377;TO9181906377;FILME - ITEM 015;FILME;REFR/ENERG.;9872;TeraAgro Suprimentos;231984;MAR;2023;03/2023;;
TO;5543383990;TO5543383990;FILME - ITEM 010;FILME;SERRARIA;6806;CerraBra do Brasil;214454;MAR;2023;03/2023;;
BA;2390026440;BA2390026440;PREFORMA - ITEM 006;PREFORMA;SODALINE 200ML;4115499;RotaVita Materiais;814.654,78;MAR;2023;03/2023;;
TO;8001537910;TO8001537910;PREFORMA - ITEM 003;PREFORMA;SODALINE 500ML;463614;MineralSerra Suprimentos;94.577,18;MAR;2023;03/2023;;
BA;7132496567;BA7132496567;PREFORMA - ITEM 014;PREFORMA;SODALINE 2L;107143;MineralSerra Suprimentos;55.843,13;MAR;2023;03/2023;;
TO;7132496567;TO7132496567;PREFORMA - ITEM 008;PREFORMA;SODALINE 2L;112035;MineralSerra Suprimentos;62.213,04;MAR;2023;03/2023;;
TO;6179464321;TO6179464321;PREFORMA - ITEM 009;PREFORMA;SODALINE 2L;1765448;RotaVita Materiais;708.474,19;MAR;2023;03/2023;;
TO;1239320711;TO1239320711;PREFORMA - ITEM 023;PREFORMA;SODALINE 3L;74373;MineralSerra Suprimentos;41.590,83;MAR;2023;03/2023;;
TO;1772575509;TO1772575509;PREFORMA - ITEM 011;PREFORMA;SODALINE 3L;65863;MineralSerra Suprimentos;36.831,96;MAR;2023;03/2023;;
TO;2727172245;TO2727172245;PREFORMA - ITEM 004;PREFORMA;TURBOX 1L;39150;MineralSerra Suprimentos;16.277,50;MAR;2023;03/2023;;
MG;2120831140;MG2120831140;PREFORMA - ITEM 004;PREFORMA;ÁGUA 1,5L;142057;MineralSerra Suprimentos;59.062,93;MAR;2023;03/2023;;
TO;8705336562;TO8705336562;PREFORMA - ITEM 010;PREFORMA;TURBOX 2L;41996;MineralSerra Suprimentos;24.945,89;MAR;2023;03/2023;;
TO;5706778057;TO5706778057;ROTULO - ITEM 081;ROTULO;ADESIVO;263435;MineralMaster Embalagens;36986;MAR;2023;03/2023;;
TO;2903271927;TO2903271927;ROTULO - ITEM 037;ROTULO;ADESIVO;195682;MineralMaster Embalagens;7823;MAR;2023;03/2023;;
BA;3410804057;BA3410804057;ROTULO - ITEM 026;ROTULO;SLEEVE;4290639;MineralMaster Embalagens;216.149,51;MAR;2023;03/2023;;
TO;4864823768;TO4864823768;ROTULO - ITEM 007;ROTULO;SLEEVE;436033;MineralMaster Embalagens;89910;MAR;2023;03/2023;;
BA;3117405545;BA3117405545;ROTULO - ITEM 007;ROTULO;SLEEVE;968902;MineralMaster Embalagens;199788;MAR;2023;03/2023;;
BA;9920420468;BA9920420468;ROTULO - ITEM 030;ROTULO;SLEEVE;62637;MineralMaster Embalagens;3.155,46;MAR;2023;03/2023;;
BA;2703369965;BA2703369965;ROTULO - ITEM 006;ROTULO;SLEEVE;227743;MineralMaster Embalagens;11.473,00;MAR;2023;03/2023;;
BA;6834275560;BA6834275560;ROTULO - ITEM 008;ROTULO;SLEEVE;152372;MineralMaster Embalagens;7.676,05;MAR;2023;03/2023;;
BA;6540819507;BA6540819507;ROTULO - ITEM 040;ROTULO;SLEEVE;153428;MineralMaster Embalagens;7.729,22;MAR;2023;03/2023;;
TO;9932269310;TO9932269310;ROTULO - ITEM 013;ROTULO;SLEEVE;80629;MineralMaster Embalagens;16626;MAR;2023;03/2023;;
TO;5399995965;TO5399995965;ROTULO - ITEM 016;ROTULO;SLEEVE;258607;MineralMaster Embalagens;53325;MAR;2023;03/2023;;
TO;5488102393;TO5488102393;TAMPA - ITEM 003;TAMPA;PET;3280420;CorpVita S.A.;160741;MAR;2023;03/2023;;
BA;5488102393;BA5488102393;TAMPA - ITEM 003;TAMPA;PET;14208445;CorpVita S.A.;631.565,38;MAR;2023;03/2023;;
TO;5941735720;TO5941735720;TAMPA - ITEM 005;TAMPA;PET;520278;CorpVita S.A.;25.493,64;MAR;2023;03/2023;;
BA;5941735720;BA5941735720;TAMPA - ITEM 005;TAMPA;PET;885571;CorpVita S.A.;39.363,63;MAR;2023;03/2023;;
BA;2765901449;BA2765901449;TAMPA - ITEM 010;TAMPA;PET;424483;CorpVita S.A.;18.868,28;MAR;2023;03/2023;;
TO;3210229858;TO3210229858;TAMPA - ITEM 008;TAMPA;PET;758457;CorpVita S.A.;37.164,40;MAR;2023;03/2023;;
BA;3210229858;BA3210229858;TAMPA - ITEM 008;TAMPA;PET;2346638;CorpVita S.A.;104.308,08;MAR;2023;03/2023;;
TO;8751519747;TO8751519747;TAMPA - ITEM 011;TAMPA;PET;418699;CorpVita S.A.;20.516,26;MAR;2023;03/2023;;
TO;9399568162;TO9399568162;VASILHAME - ITEM 001;VASILHAME;NORMAL;268614;GlobalInsu Group;198.774,02;MAR;2023;03/2023;;
TO;5255269416;TO5255269416;VASILHAME - ITEM 005;VASILHAME;NORMAL;59045;RotaVita Materiais;66.721,11;MAR;2023;03/2023;;
TO;4179143074;TO4179143074;ACID.E CONSERV. - ITEM 002;ACID.E CONSERV.;BRUSK/TON/BEL;643;InsuVita S.A.;22813;ABR;2023;04/2023;;
TO;3755354834;TO3755354834;ACID.E CONSERV. - ITEM 004;ACID.E CONSERV.;REF/ENER/BRUSK/TON;937;DeltaAlfa S.A.;11343;ABR;2023;04/2023;;
BA;3755354834;BA3755354834;ACID.E CONSERV. - ITEM 004;ACID.E CONSERV.;REF/ENER/BRUSK/TON;2754;DeltaAlfa S.A.;33326;ABR;2023;04/2023;;
TO;9257537073;TO9257537073;ACID.E CONSERV. - ITEM 005;ACID.E CONSERV.;ENERG/DELIRIO;1734;DeltaAlfa S.A.;14.357,33;ABR;2023;04/2023;;
BA;3251521657;BA3251521657;ACID.E CONSERV. - ITEM 005;ACID.E CONSERV.;ENERG/DELIRIO;1176;DeltaAlfa S.A.;9733;ABR;2023;04/2023;;
BA;6258025797;BA6258025797;CONCENT./KITs - ITEM 001;CONCENT./KITs;C.ENERGETICO;82;InsuTera Materiais;14714;ABR;2023;04/2023;;
TO;3290357505;TO3290357505;AROMA - ITEM 007;AROMA;REFRIGERANTE;1585;PraBeta Ltda;51.972,63;ABR;2023;04/2023;;
BA;3290357505;BA3290357505;AROMA - ITEM 007;AROMA;REFRIGERANTE;3209;PrimaCerra Materiais;105.251,25;ABR;2023;04/2023;;
BA;7549089823;BA7549089823;AROMA - ITEM 018;AROMA;ENERGÉTICO;25;RotaVita Materiais;2666;ABR;2023;04/2023;;
TO;2162695835;TO2162695835;AROMA - ITEM 014;AROMA;REFRIGERANTE;200;VitaCoper Distribuidora;33001;ABR;2023;04/2023;;
BA;9375474154;BA9375474154;AROMA - ITEM 020;AROMA;KIT ENERGÉTICO;5,63;BetaPrima Group;11.505,75;ABR;2023;04/2023;;
TO;4104172614;TO4104172614;AROMA - ITEM 020;AROMA;KIT ENERGÉTICO;108,36;VitaCoper Distribuidora;225.041,11;ABR;2023;04/2023;;
BA;9375474154;BA9375474154;AROMA - ITEM 020;AROMA;KIT ENERGÉTICO;228,21;SerraNor Embalagens;466.629,74;ABR;2023;04/2023;;
TO;7752605818;TO7752605818;AROMA - ITEM 021;AROMA;REFRIGERANTE;1660;BetaAgro do Brasil;42933;ABR;2023;04/2023;;
BA;7752605818;BA7752605818;AROMA - ITEM 021;AROMA;REFRIGERANTE;3175;BetaAgro do Brasil;86272;ABR;2023;04/2023;;
TO;4044618118;TO4044618118;CAIXA - ITEM 001;CAIXA;TUBAINA;44184;SulRota Embalagens;74671;ABR;2023;04/2023;;
TO;7135750694;TO7135750694;CERVEJARIA - ITEM 001;CERVEJARIA;OUTROS;2616;CoperNor Insumos;27228;ABR;2023;04/2023;;
TO;4264452743;TO4264452743;CERVEJARIA - ITEM 004;CERVEJARIA;OUTROS;964;GlobalPra Embalagens;3.924,30;ABR;2023;04/2023;;
BA;4944051438;BA4944051438;CONCENT./KITs - ITEM 004;CONCENT./KITs;KIT COLA;232;AgroUni Distribuidora;5797;ABR;2023;04/2023;;
TO;4944051438;TO4944051438;CONCENT./KITs - ITEM 004;CONCENT./KITs;KIT COLA;232;AgroUni Distribuidora;5788;ABR;2023;04/2023;;
TO;4406016487;TO4406016487;CORANTE - ITEM 004;CORANTE;DELIRIO;81;PraBeta Ltda;6944;ABR;2023;04/2023;;
BA;4406016487;BA4406016487;CORANTE - ITEM 004;CORANTE;REFRIGERANTE;100;AgroUni Distribuidora;8.542,36;ABR;2023;04/2023;;
TO;3879005925;TO3879005925;CORANTE - ITEM 005;CORANTE;XAROPARIA;8;PraBeta Ltda;382,95;ABR;2023;04/2023;;
BA;3879005925;BA3879005925;CORANTE - ITEM 005;CORANTE;XAROPARIA;8;AgroUni Distribuidora;380,52;ABR;2023;04/2023;;
TO;7558562528;TO7558562528;EDULCORANTE - ITEM 001;EDULCORANTE;XAROPARIA;167;NorInsu S.A.;4769;ABR;2023;04/2023;;
BA;7558562528;BA7558562528;EDULCORANTE - ITEM 001;EDULCORANTE;XAROPARIA;403;NorInsu S.A.;11492;ABR;2023;04/2023;;
TO;3348883022;TO3348883022;EDULCORANTE - ITEM 002;EDULCORANTE;XAROPARIA;186;PrimaSul S.A.;11.389,03;ABR;2023;04/2023;;
BA;3348883022;BA3348883022;EDULCORANTE - ITEM 002;EDULCORANTE;XAROPARIA;196;PrimaSul S.A.;11.985,61;ABR;2023;04/2023;;
TO;7805786051;TO7805786051;EDULCORANTE - ITEM 003;EDULCORANTE;XAROPARIA;432;NorInsu S.A.;6123;ABR;2023;04/2023;;
BA;7805786051;BA7805786051;EDULCORANTE - ITEM 003;EDULCORANTE;XAROPARIA;638;NorInsu S.A.;9052;ABR;2023;04/2023;;
TO;1034684203;TO1034684203;EDULCORANTE - ITEM 004;EDULCORANTE;XAROPARIA;18;FluxoCoper Distribuidora;3455;ABR;2023;04/2023;;
TO;3633687648;TO3633687648;EDULCORANTE - ITEM 006;EDULCORANTE;XAROPARIA;98;NorInsu S.A.;8269;ABR;2023;04/2023;;
BA;3633687648;BA3633687648;EDULCORANTE - ITEM 006;EDULCORANTE;XAROPARIA;144;NorInsu S.A.;12693;ABR;2023;04/2023;;
BA;2976043438;BA2976043438;FILME - ITEM 006;FILME;ENERGÉTICO;4581;CerraQuim Embalagens;107649;ABR;2023;04/2023;;
BA;5522250435;BA5522250435;FILME - ITEM 005;FILME;JUJ/TERN;10454;QuimBra Suprimentos;246463;ABR;2023;04/2023;;
TO;8570601696;TO8570601696;ROTULO - ITEM 001;ROTULO;ADESIVO;627003;MineralMaster Embalagens;35181;ABR;2023;04/2023;;
TO;8570601696;TO8570601696;ROTULO - ITEM 001;ROTULO;ADESIVO;629092;MineralMaster Embalagens;35298;ABR;2023;04/2023;;
BA;4929239113;BA4929239113;ROTULO - ITEM 041;ROTULO;SLEEVE;707003;RotaVita Materiais;35.616,70;ABR;2023;04/2023;;
MG;5236164471;MG5236164471;ROTULO - ITEM 092;ROTULO;BOPP;143560;BraBeta S.A.;2.863,99;ABR;2023;04/2023;;
BA;6323279474;BA6323279474;ROTULO - ITEM 093;ROTULO;BOPP;4958441;AlfaCerra Embalagens;39668;ABR;2023;04/2023;;
TO;4423040541;TO4423040541;ROTULO - ITEM 044;ROTULO;BOPP;1027275;CerraInsu S.A.;36.468,27;ABR;2023;04/2023;;
TO;2212779262;TO2212779262;ROTULO - ITEM 046;ROTULO;BOPP;391518;RotaVita Materiais;13.898,88;ABR;2023;04/2023;;
TO;5678318453;TO5678318453;ROTULO - ITEM 028;ROTULO;BOPP;409687;MineralMaster Embalagens;5244;ABR;2023;04/2023;;
BA;7523903590;BA7523903590;ROTULO - ITEM 058;ROTULO;BOPP;3359219;AlfaCerra Embalagens;26874;ABR;2023;04/2023;;
TO;2387303752;TO2387303752;SEPARADOR DE CAMADAS - ITEM 001;SEPARADOR DE CAMADAS;CHAPA;66988;CerraQuim Distribuidora;83735;ABR;2023;04/2023;;
BA;9735928463;BA9735928463;ROTULO - ITEM 045;ROTULO;BOPP;920563;RotaVita Materiais;7365;ABR;2023;04/2023;;
BA;5578609462;BA5578609462;ROTULO - ITEM 094;ROTULO;BOPP;414485;SulUni Embalagens;14.714,22;ABR;2023;04/2023;;
CE;17709131;CE17709131;ACID.E CONSERV. - ITEM 004;ACID.E CONSERV.;REF/ENER/BRUSK/TON;1507;PrimaSul S.A.;15598;MAR;2023;03/2023;;
CE;82184386;CE82184386;ACID.E CONSERV. - ITEM 006;ACID.E CONSERV.;REF/ENER/ROM/DEL;410;PoliVita Group;7604;MAR;2023;03/2023;;
CE;16956314;CE16956314;AÇUCAR - ITEM 001;AÇUCAR;XAROPARIA;340307;SulCerra Ind. e Com.;775.192,32;MAR;2023;03/2023;;
CE;72492170;CE72492170;EMULSAO - ITEM 002;EMULSAO;XAROPARIA;883;AgroUni Distribuidora;31798;MAR;2023;03/2023;;
CE;35736073;CE35736073;AROMA - ITEM 014;AROMA;REFRIGERANTE;251;VitaCoper Distribuidora;39.608,84;MAR;2023;03/2023;;
CE;25086172;CE25086172;AROMA - ITEM 031;AROMA;REFRIGERANTE;2143;VitaCoper Distribuidora;257614;MAR;2023;03/2023;;
CE;17844317;CE17844317;EDULCORANTE - ITEM 003;EDULCORANTE;XAROPARIA;1550;NorInsu S.A.;30804;MAR;2023;03/2023;;
CE;58828572;CE58828572;EDULCORANTE - ITEM 006;EDULCORANTE;XAROPARIA;116;NorInsu S.A.;13254;MAR;2023;03/2023;;
CE;24965407;CE24965407;FILME - ITEM 002;FILME;STRETCH;2184;DeltaGlobal Distribuidora;21408;MAR;2023;03/2023;;
CE;15493033;CE15493033;FILME - ITEM 021;FILME;REFRI;9977;RotaVita Materiais;103259;MAR;2023;03/2023;;
CE;94992040;CE94992040;FILME - ITEM 008;FILME;REFRI;1686;RotaVita Materiais;17454;MAR;2023;03/2023;;
CE;40427720;CE40427720;FILME - ITEM 015;FILME;REFR/ENERG.;3632;BetaQuim Ind. e Com.;37593;MAR;2023;03/2023;;
CE;89510054;CE89510054;PREFORMA - ITEM 016;PREFORMA;PET 2L PA;325279;RotaVita Materiais;159.386,63;MAR;2023;03/2023;;
CE;31125913;CE31125913;PREFORMA - ITEM 024;PREFORMA;PET 2L PA;93212;UniBra Materiais;45.673,67;MAR;2023;03/2023;;
CE;75986584;CE75986584;PREFORMA - ITEM 017;PREFORMA;PET 2,5L PA;164276;UniBra Materiais;81.809,25;MAR;2023;03/2023;;
CE;71957348;CE71957348;PREFORMA - ITEM 018;PREFORMA;PET 2,5L PA;171178;UniBra Materiais;85.246,54;MAR;2023;03/2023;;
CE;27043556;CE27043556;PREFORMA - ITEM 021;PREFORMA;PET 200 PA;132431;AgroCerra S.A.;21.056,46;MAR;2023;03/2023;;
CE;93820801;CE93820801;PREFORMA - ITEM 022;PREFORMA;PET 200 PA;326798;AgroCerra S.A.;51.960,91;MAR;2023;03/2023;;
CE;68470265;CE68470265;TAMPA - ITEM 005;TAMPA;PET;310059;PraMineral do Brasil;14.470,47;MAR;2023;03/2023;;
CE;53245155;CE53245155;TAMPA - ITEM 010;TAMPA;PET;269085;PraMineral do Brasil;12.558,19;MAR;2023;03/2023;;
CE;86049642;CE86049642;TAMPA - ITEM 011;TAMPA;PET;946167;PraMineral do Brasil;44.157,59;MAR;2023;03/2023;;
CE;46751272;CE46751272;CONCENT./KITs - ITEM 002;CONCENT./KITs;KIT COLA;2613;BetaAgro do Brasil;58512;ABR;2023;04/2023;;
TO;3292002997;TO3292002997;CERVEJARIA - ITEM 007;CERVEJARIA;OUTROS;60220;BraCorp Ind. e Com.;167412;MAR;2023;03/2023;;
TO;3292002997;TO3292002997;CERVEJARIA - ITEM 007;CERVEJARIA;OUTROS;70352;BraCorp Ind. e Com.;195577;MAR;2023;03/2023;;
TO;3292002997;TO3292002997;CERVEJARIA - ITEM 007;CERVEJARIA;OUTROS;65495;BraCorp Ind. e Com.;182077;MAR;2023;03/2023;;
TO;3292002997;TO3292002997;CERVEJARIA - ITEM 007;CERVEJARIA;OUTROS;68956;BraCorp Ind. e Com.;191697;MAR;2023;03/2023;;
TO;5255269416;TO5255269416;VASILHAME - ITEM 005;VASILHAME;NORMAL;123904;RotaVita Materiais;140.012,02;FEV;2023;02/2023;;
TO;5255269416;TO5255269416;VASILHAME - ITEM 005;VASILHAME;NORMAL;62099;GlobalInsu Group;70.171,79;FEV;2023;02/2023;;
TO;8875300502;TO8875300502;VASILHAME - ITEM 003;VASILHAME;NORMAL;43587;SerraAgro Distribuidora;68.430,83;MAR;2023;03/2023;;
TO;8875300502;TO8875300502;VASILHAME - ITEM 003;VASILHAME;NORMAL;49034;RotaVita Materiais;76.983,26;MAR;2023;03/2023;;
TO;8875300502;TO8875300502;VASILHAME - ITEM 003;VASILHAME;NORMAL;40583;SerraAgro Distribuidora;63.715,82;ABR;2023;04/2023;;
TO;8875300502;TO8875300502;VASILHAME - ITEM 003;VASILHAME;NORMAL;49315;SerraAgro Distribuidora;77.424,83;ABR;2023;04/2023;;
BA;4423040541;BA4423040541;ROTULO - ITEM 044;ROTULO;BOPP;494522;SulUni Embalagens;17.555,53;ABR;2023;04/2023;;
TO;1304618669;TO1304618669;TAMPA - ITEM 006;TAMPA;LATA;5105915;VitaPrima Ind. e Com.;1225420;MAR;2023;03/2023;;
TO;1304618669;TO1304618669;TAMPA - ITEM 006;TAMPA;LATA;3022982;VitaPrima Ind. e Com.;725516;MAR;2023;03/2023;;
TO;1304618669;TO1304618669;TAMPA - ITEM 006;TAMPA;LATA;5937873;VitaPrima Ind. e Com.;1425090;MAR;2023;03/2023;;
BA;9044186134;BA9044186134;AÇUCAR - ITEM 001;AÇUCAR;XAROPARIA;233485;RotaVita Materiais;429612;MAR;2023;03/2023;;
BA;9044186134;BA9044186134;AÇUCAR - ITEM 001;AÇUCAR;XAROPARIA;218028;RotaVita Materiais;401171;MAR;2023;03/2023;;
BA;9044186134;BA9044186134;AÇUCAR - ITEM 001;AÇUCAR;XAROPARIA;169708;RotaVita Materiais;312262;MAR;2023;03/2023;;
BA;9044186134;BA9044186134;AÇUCAR - ITEM 001;AÇUCAR;XAROPARIA;208484;RotaVita Materiais;383611;MAR;2023;03/2023;;
BA;9044186134;BA9044186134;AÇUCAR - ITEM 001;AÇUCAR;XAROPARIA;137952;RotaVita Materiais;253833;MAR;2023;03/2023;;
TO;9044186134;TO9044186134;AÇUCAR - ITEM 001;AÇUCAR;XAROPARIA;135701;RotaVita Materiais;249689;MAR;2023;03/2023;;
TO;9044186134;TO9044186134;AÇUCAR - ITEM 001;AÇUCAR;XAROPARIA;147268;RotaVita Materiais;270974;MAR;2023;03/2023;;
TO;9044186134;TO9044186134;AÇUCAR - ITEM 001;AÇUCAR;XAROPARIA;127941;RotaVita Materiais;235411;MAR;2023;03/2023;;
TO;9044186134;TO9044186134;AÇUCAR - ITEM 001;AÇUCAR;XAROPARIA;161775;RotaVita Materiais;297666;MAR;2023;03/2023;;
TO;9044186134;TO9044186134;AÇUCAR - ITEM 001;AÇUCAR;XAROPARIA;159382;RotaVita Materiais;293263;MAR;2023;03/2023;;
TO;5394911907;TO5394911907;CERVEJARIA - ITEM 006;CERVEJARIA;MALTE;24894;AlfaPoli Química;81.901,49;MAR;2023;03/2023;;
TO;5394911907;TO5394911907;CERVEJARIA - ITEM 006;CERVEJARIA;MALTE;56549;AlfaPoli Química;186.045,23;MAR;2023;03/2023;;
TO;5394911907;TO5394911907;CERVEJARIA - ITEM 006;CERVEJARIA;MALTE;26415;AlfaPoli Química;86.906,64;MAR;2023;03/2023;;
TO;5394911907;TO5394911907;CERVEJARIA - ITEM 006;CERVEJARIA;MALTE;22650;AlfaPoli Química;74.518,20;MAR;2023;03/2023;;
TO;5394911907;TO5394911907;CERVEJARIA - ITEM 006;CERVEJARIA;MALTE;21724;AlfaPoli Química;71.471,27;ABR;2023;04/2023;;
TO;5394911907;TO5394911907;CERVEJARIA - ITEM 006;CERVEJARIA;MALTE;22756;AlfaPoli Química;74.868,57;MAR;2023;03/2023;;
TO;6183508472;TO6183508472;TERRA - ITEM 002;TERRA;XAROPARIA;324;TeraFluxo Group;2851;MAR;2023;03/2023;;
TO;9900125834;TO9900125834;TERRA - ITEM 007;TERRA;XAROPARIA;339;TeraFluxo Group;2.983,77;MAR;2023;03/2023;;
TO;3778593226;TO3778593226;TERRA - ITEM 001;TERRA;CERVEJARIA;760;TeraFluxo Group;6.689,61;MAR;2023;03/2023;;
CE;86998119;CE86998119;AROMA - ITEM 027;AROMA;REFRIGERANTE;1488;PraBra Ltda;72.435,02;MAR;2023;03/2023;;
CE;16956314;CE16956314;AÇUCAR - ITEM 001;AÇUCAR;XAROPARIA;563609;UniRota do Brasil;1.283.856,63;ABR;2023;04/2023;;
CE;24965407;CE24965407;FILME - ITEM 002;FILME;STRETCH;1987;DeltaGlobal Distribuidora;19477;ABR;2023;04/2023;;
CE;15493033;CE15493033;FILME - ITEM 021;FILME;REFRI;6882;RotaVita Materiais;71224;ABR;2023;04/2023;;
CE;40427720;CE40427720;FILME - ITEM 015;FILME;REFR/ENERG.;4748;BetaQuim Ind. e Com.;49143;ABR;2023;04/2023;;
CE;89510054;CE89510054;PREFORMA - ITEM 016;PREFORMA;PET 2L PA;393901;RotaVita Materiais;193.011,56;ABR;2023;04/2023;;
CE;31125913;CE31125913;PREFORMA - ITEM 024;PREFORMA;PET 2L PA;241147;NorQuim Insumos;118.162,05;ABR;2023;04/2023;;
CE;75986584;CE75986584;PREFORMA - ITEM 017;PREFORMA;PET 2,5L PA;420316;UniBra Materiais;209.317,49;ABR;2023;04/2023;;
CE;71957348;CE71957348;PREFORMA - ITEM 018;PREFORMA;PET 2,5L PA;204549;UniBra Materiais;101.865,16;ABR;2023;04/2023;;
CE;94073742;CE94073742;SUCO - ITEM 001;SUCO;XAROPARIA;1045;NorNor Group;10976;ABR;2023;04/2023;;
CE;68470265;CE68470265;TAMPA - ITEM 005;TAMPA;PET;781625;PraMineral do Brasil;36.478,42;ABR;2023;04/2023;;
CE;43231967;CE43231967;SUCO - ITEM 004;SUCO;XAROPARIA;3370;NorNor Group;38757;ABR;2023;04/2023;;
CE;16956314;CE16956314;AÇUCAR - ITEM 001;AÇUCAR;XAROPARIA;631862;RotaVita Materiais;1439332;MAI;2023;05/2023;;
CE;46751272;CE46751272;CONCENT./KITs - ITEM 002;CONCENT./KITs;KIT COLA;2119;BetaAgro do Brasil;47453;MAI;2023;05/2023;;
CE;71006623;CE71006623;CORANTE - ITEM 005;CORANTE;XAROPARIA;10;PrimaCerra Materiais;398,26;MAI;2023;05/2023;;
CE;44551272;CE44551272;CORANTE - ITEM 006;CORANTE;ENERGÉTICO;13;AgroUni Distribuidora;1.283,43;MAI;2023;05/2023;;
CE;22292579;CE22292579;ROTULO - ITEM 048;ROTULO;BOPP-PA;740690;PoliAgro Química;30835;MAI;2023;05/2023;;
CE;94155486;CE94155486;ROTULO - ITEM 050;ROTULO;BOPP-PA;252966;PoliAgro Química;8588;MAI;2023;05/2023;;
